z,y,x,split,cube_size,rock,porosity,percolates_z,percolates_y,percolates_x
0,0,0,train,128,BanderaGray,0.18469619750976562,1.0,1.0,1.0
0,0,128,train,128,BanderaGray,0.27256250381469727,1.0,1.0,1.0
0,0,256,train,128,BanderaGray,0.2273850440979004,1.0,1.0,1.0
0,0,384,train,128,BanderaGray,0.17246532440185547,1.0,1.0,1.0
0,0,512,train,128,BanderaGray,0.16502809524536133,1.0,1.0,1.0
0,0,640,train,128,BanderaGray,0.2338714599609375,1.0,1.0,1.0
0,0,768,train,128,BanderaGray,0.20421886444091797,1.0,1.0,1.0
0,0,872,train,128,BanderaGray,0.27420711517333984,1.0,1.0,1.0
0,128,0,train,128,BanderaGray,0.16646957397460938,1.0,1.0,1.0
0,128,128,train,128,BanderaGray,0.19773006439208984,1.0,1.0,1.0
0,128,256,train,128,BanderaGray,0.22433900833129883,1.0,1.0,1.0
0,128,384,train,128,BanderaGray,0.21651554107666016,1.0,1.0,1.0
0,128,512,train,128,BanderaGray,0.2671957015991211,1.0,1.0,1.0
0,128,640,train,128,BanderaGray,0.22174739837646484,1.0,1.0,1.0
0,128,768,train,128,BanderaGray,0.23515033721923828,1.0,1.0,1.0
0,128,872,train,128,BanderaGray,0.2277355194091797,1.0,1.0,1.0
0,256,0,train,128,BanderaGray,0.19501256942749023,1.0,1.0,1.0
0,256,128,train,128,BanderaGray,0.1935739517211914,1.0,1.0,1.0
0,256,256,train,128,BanderaGray,0.24127912521362305,1.0,1.0,1.0
0,256,384,train,128,BanderaGray,0.2667522430419922,1.0,1.0,1.0
0,256,512,train,128,BanderaGray,0.2432088851928711,1.0,1.0,1.0
0,256,640,train,128,BanderaGray,0.26213693618774414,1.0,1.0,1.0
0,256,768,train,128,BanderaGray,0.2635984420776367,1.0,1.0,1.0
0,256,872,train,128,BanderaGray,0.2884340286254883,1.0,1.0,1.0
0,384,0,train,128,BanderaGray,0.23632287979125977,1.0,1.0,1.0
0,384,128,train,128,BanderaGray,0.18808364868164062,1.0,1.0,1.0
0,384,256,train,128,BanderaGray,0.24493741989135742,1.0,1.0,1.0
0,384,384,train,128,BanderaGray,0.21396970748901367,1.0,1.0,1.0
0,384,512,train,128,BanderaGray,0.1845083236694336,1.0,1.0,1.0
0,384,640,train,128,BanderaGray,0.18058061599731445,1.0,1.0,1.0
0,384,768,train,128,BanderaGray,0.25433349609375,1.0,1.0,1.0
0,384,872,train,128,BanderaGray,0.20558786392211914,1.0,1.0,1.0
0,512,0,train,128,BanderaGray,0.1993575096130371,1.0,1.0,1.0
0,512,128,train,128,BanderaGray,0.16762304306030273,1.0,1.0,1.0
0,512,256,train,128,BanderaGray,0.20006084442138672,1.0,1.0,1.0
0,512,384,train,128,BanderaGray,0.2517566680908203,1.0,1.0,1.0
0,512,512,train,128,BanderaGray,0.18515729904174805,1.0,1.0,1.0
0,512,640,train,128,BanderaGray,0.20896148681640625,1.0,1.0,1.0
0,512,768,train,128,BanderaGray,0.2040414810180664,1.0,1.0,1.0
0,512,872,train,128,BanderaGray,0.22053289413452148,1.0,1.0,1.0
0,640,0,train,128,BanderaGray,0.18354415893554688,1.0,1.0,1.0
0,640,128,train,128,BanderaGray,0.23479890823364258,1.0,1.0,1.0
0,640,256,train,128,BanderaGray,0.2759852409362793,1.0,1.0,1.0
0,640,384,train,128,BanderaGray,0.2392725944519043,1.0,1.0,1.0
0,640,512,train,128,BanderaGray,0.21586132049560547,1.0,1.0,1.0
0,640,640,train,128,BanderaGray,0.21477031707763672,1.0,1.0,1.0
0,640,768,train,128,BanderaGray,0.222381591796875,1.0,1.0,1.0
0,640,872,train,128,BanderaGray,0.17114925384521484,1.0,0.0,1.0
0,768,0,train,128,BanderaGray,0.22184467315673828,1.0,1.0,1.0
0,768,128,train,128,BanderaGray,0.22658157348632812,1.0,1.0,1.0
0,768,256,train,128,BanderaGray,0.18611431121826172,1.0,1.0,1.0
0,768,384,train,128,BanderaGray,0.24152326583862305,1.0,1.0,1.0
0,768,512,train,128,BanderaGray,0.27524232864379883,1.0,1.0,1.0
0,768,640,train,128,BanderaGray,0.28464412689208984,1.0,1.0,1.0
0,768,768,train,128,BanderaGray,0.2355179786682129,1.0,1.0,1.0
0,768,872,train,128,BanderaGray,0.22962617874145508,1.0,1.0,1.0
0,872,0,train,128,BanderaGray,0.15533447265625,1.0,1.0,1.0
0,872,128,train,128,BanderaGray,0.18297433853149414,1.0,1.0,1.0
0,872,256,train,128,BanderaGray,0.18320560455322266,1.0,1.0,1.0
0,872,384,train,128,BanderaGray,0.17449951171875,1.0,1.0,1.0
0,872,512,train,128,BanderaGray,0.23954057693481445,1.0,1.0,1.0
0,872,640,train,128,BanderaGray,0.21424388885498047,1.0,1.0,1.0
0,872,768,train,128,BanderaGray,0.22586297988891602,1.0,1.0,1.0
0,872,872,train,128,BanderaGray,0.24482393264770508,1.0,1.0,1.0
128,0,0,train,128,BanderaGray,0.22747182846069336,1.0,1.0,1.0
128,0,128,train,128,BanderaGray,0.20048856735229492,1.0,1.0,1.0
128,0,256,train,128,BanderaGray,0.18095827102661133,1.0,1.0,1.0
128,0,384,train,128,BanderaGray,0.22398710250854492,1.0,1.0,1.0
128,0,512,train,128,BanderaGray,0.22951507568359375,1.0,1.0,1.0
128,0,640,train,128,BanderaGray,0.25233030319213867,1.0,1.0,1.0
128,0,768,train,128,BanderaGray,0.16993236541748047,1.0,1.0,1.0
