z,y,x,split,cube_size,rock,porosity,percolates_z,percolates_y,percolates_x
0,0,0,train,64,BanderaGray,0.20447540283203125,1.0,1.0,1.0
0,0,64,train,64,BanderaGray,0.11763763427734375,0.0,1.0,1.0
0,0,128,train,64,BanderaGray,0.2789726257324219,1.0,1.0,1.0
0,0,192,train,64,BanderaGray,0.3230781555175781,1.0,1.0,1.0
0,0,256,train,64,BanderaGray,0.3004302978515625,1.0,1.0,1.0
0,0,320,train,64,BanderaGray,0.22887802124023438,1.0,1.0,1.0
0,0,384,train,64,BanderaGray,0.21492767333984375,1.0,1.0,1.0
0,0,448,train,64,BanderaGray,0.22463226318359375,1.0,1.0,1.0
0,0,512,train,64,BanderaGray,0.23852920532226562,1.0,1.0,1.0
0,0,576,train,64,BanderaGray,0.15047073364257812,1.0,1.0,1.0
0,0,640,train,64,BanderaGray,0.22353363037109375,1.0,1.0,1.0
0,0,704,train,64,BanderaGray,0.21045303344726562,1.0,1.0,1.0
0,0,768,train,64,BanderaGray,0.11468124389648438,0.0,1.0,1.0
0,0,832,train,64,BanderaGray,0.1964111328125,1.0,1.0,1.0
0,0,896,train,64,BanderaGray,0.2633018493652344,1.0,1.0,1.0
0,0,936,train,64,BanderaGray,0.315673828125,1.0,1.0,1.0
0,64,0,train,64,BanderaGray,0.2125091552734375,1.0,1.0,1.0
0,64,64,train,64,BanderaGray,0.16960525512695312,1.0,1.0,1.0
0,64,128,train,64,BanderaGray,0.30571746826171875,1.0,1.0,1.0
0,64,192,train,64,BanderaGray,0.17123031616210938,1.0,1.0,1.0
0,64,256,train,64,BanderaGray,0.242340087890625,1.0,1.0,1.0
0,64,320,train,64,BanderaGray,0.12916183471679688,1.0,1.0,1.0
0,64,384,train,64,BanderaGray,0.06788253784179688,0.0,1.0,0.0
0,64,448,train,64,BanderaGray,0.11686325073242188,1.0,0.0,0.0
0,64,512,train,64,BanderaGray,0.14594268798828125,1.0,1.0,0.0
0,64,576,train,64,BanderaGray,0.11429977416992188,0.0,1.0,1.0
0,64,640,train,64,BanderaGray,0.17983245849609375,1.0,1.0,1.0
0,64,704,train,64,BanderaGray,0.32039642333984375,1.0,1.0,1.0
0,64,768,train,64,BanderaGray,0.22463226318359375,1.0,1.0,1.0
0,64,832,train,64,BanderaGray,0.24889373779296875,1.0,1.0,1.0
0,64,896,train,64,BanderaGray,0.2611045837402344,1.0,1.0,1.0
0,64,936,train,64,BanderaGray,0.27716827392578125,1.0,1.0,1.0
0,128,0,train,64,BanderaGray,0.16168975830078125,0.0,1.0,1.0
