z,y,x,split,cube_size,rock,porosity,percolates_z,percolates_y,percolates_x
0,0,0,train,64,Berea,0.31978607177734375,1.0,1.0,1.0
0,0,64,train,64,Berea,0.264190673828125,1.0,1.0,1.0
0,0,128,train,64,Berea,0.13682937622070312,1.0,0.0,1.0
0,0,192,train,64,Berea,0.16994857788085938,1.0,1.0,1.0
0,0,256,train,64,Berea,0.18792343139648438,1.0,1.0,1.0
0,0,320,train,64,Berea,0.10019683837890625,0.0,1.0,0.0
0,0,384,train,64,Berea,0.14294052124023438,1.0,1.0,1.0
0,0,448,train,64,Berea,0.09833526611328125,0.0,0.0,0.0
0,0,512,train,64,Berea,0.130828857421875,1.0,1.0,0.0
0,0,576,train,64,Berea,0.2713203430175781,1.0,1.0,1.0
0,0,640,train,64,Berea,0.19660568237304688,1.0,0.0,1.0
0,0,704,train,64,Berea,0.18975067138671875,1.0,1.0,1.0
0,0,768,train,64,Berea,0.1709747314453125,1.0,0.0,0.0
0,0,832,train,64,Berea,0.21190261840820312,1.0,1.0,1.0
0,0,896,train,64,Berea,0.28737640380859375,1.0,1.0,1.0
0,0,936,train,64,Berea,0.3024635314941406,1.0,1.0,1.0
0,64,0,train,64,Berea,0.24908065795898438,1.0,1.0,1.0
0,64,64,train,64,Berea,0.14710235595703125,1.0,1.0,1.0
0,64,128,train,64,Berea,0.16457748413085938,0.0,0.0,1.0
0,64,192,train,64,Berea,0.193023681640625,1.0,1.0,1.0
0,64,256,train,64,Berea,0.13580322265625,1.0,1.0,1.0
0,64,320,train,64,Berea,0.2118377685546875,1.0,1.0,1.0
0,64,384,train,64,Berea,0.2812957763671875,1.0,1.0,1.0
0,64,448,train,64,Berea,0.219482421875,1.0,1.0,1.0
0,64,512,train,64,Berea,0.15277862548828125,1.0,1.0,1.0
0,64,576,train,64,Berea,0.21439743041992188,1.0,1.0,1.0
0,64,640,train,64,Berea,0.210784912109375,1.0,1.0,1.0
0,64,704,train,64,Berea,0.199981689453125,1.0,1.0,1.0
0,64,768,train,64,Berea,0.4413909912109375,1.0,1.0,1.0
0,64,832,train,64,Berea,0.15094375610351562,1.0,1.0,1.0
0,64,896,train,64,Berea,0.2180023193359375,1.0,1.0,1.0
0,64,936,train,64,Berea,0.2605781555175781,1.0,1.0,1.0
0,128,0,train,64,Berea,0.08933258056640625,0.0,1.0,1.0
0,128,64,train,64,Berea,0.19326400756835938,1.0,1.0,1.0
0,128,128,train,64,Berea,0.0822601318359375,0.0,0.0,0.0
0,128,192,train,64,Berea,0.1006011962890625,1.0,0.0,0.0
0,128,256,train,64,Berea,0.23490524291992188,1.0,1.0,1.0
0,128,320,train,64,Berea,0.12427902221679688,1.0,1.0,0.0
0,128,384,train,64,Berea,0.14216995239257812,1.0,1.0,1.0
0,128,448,train,64,Berea,0.15683746337890625,0.0,0.0,0.0
0,128,512,train,64,Berea,0.23809814453125,1.0,1.0,1.0
0,128,576,train,64,Berea,0.151153564453125,1.0,0.0,1.0
0,128,640,train,64,Berea,0.10834884643554688,0.0,1.0,1.0
0,128,704,train,64,Berea,0.20555496215820312,1.0,1.0,1.0
0,128,768,train,64,Berea,0.12241363525390625,1.0,0.0,1.0
0,128,832,train,64,Berea,0.1337890625,1.0,1.0,1.0
0,128,896,train,64,Berea,0.16125106811523438,1.0,1.0,1.0
0,128,936,train,64,Berea,0.1778411865234375,1.0,1.0,1.0
0,192,0,train,64,Berea,0.2868080139160156,1.0,1.0,1.0
0,192,64,train,64,Berea,0.2740020751953125,1.0,1.0,1.0
0,192,128,train,64,Berea,0.19616317749023438,1.0,1.0,1.0
0,192,192,train,64,Berea,0.20259475708007812,1.0,1.0,1.0
0,192,256,train,64,Berea,0.2542610168457031,1.0,1.0,1.0
0,192,320,train,64,Berea,0.19937896728515625,1.0,1.0,1.0
0,192,384,train,64,Berea,0.3133201599121094,1.0,1.0,1.0
0,192,448,train,64,Berea,0.11729812622070312,1.0,1.0,0.0
0,192,512,train,64,Berea,0.08876419067382812,1.0,1.0,0.0
0,192,576,train,64,Berea,0.06327056884765625,1.0,0.0,0.0
0,192,640,train,64,Berea,0.12411117553710938,0.0,0.0,1.0
0,192,704,train,64,Berea,0.27347564697265625,1.0,1.0,1.0
0,192,768,train,64,Berea,0.11854171752929688,0.0,0.0,0.0
0,192,832,train,64,Berea,0.127227783203125,1.0,1.0,1.0
0,192,896,train,64,Berea,0.24399185180664062,1.0,1.0,1.0
0,192,936,train,64,Berea,0.10873031616210938,1.0,1.0,1.0
0,256,0,train,64,Berea,0.22848892211914062,1.0,1.0,0.0
0,256,64,train,64,Berea,0.160430908203125,1.0,1.0,1.0
0,256,128,train,64,Berea,0.18210220336914062,1.0,1.0,1.0
0,256,192,train,64,Berea,0.1806488037109375,1.0,1.0,1.0
0,256,256,train,64,Berea,0.1941375732421875,1.0,1.0,1.0
0,256,320,train,64,Berea,0.20788192749023438,0.0,1.0,1.0
0,256,384,train,64,Berea,0.2975921630859375,1.0,1.0,1.0
0,256,448,train,64,Berea,0.15949249267578125,1.0,1.0,1.0
0,256,512,train,64,Berea,0.16776657104492188,1.0,1.0,1.0
0,256,576,train,64,Berea,0.30096435546875,1.0,0.0,1.0
0,256,640,train,64,Berea,0.13854598999023438,1.0,0.0,1.0
0,256,704,train,64,Berea,0.15608978271484375,0.0,0.0,1.0
0,256,768,train,64,Berea,0.17933273315429688,1.0,1.0,1.0
0,256,832,train,64,Berea,0.17782974243164062,0.0,1.0,1.0
