z,y,x,split,cube_size,rock,porosity,percolates_z,percolates_y,percolates_x
0,0,0,train,192,Berea,0.1888003879123264,1.0,1.0,1.0
0,0,192,train,192,Berea,0.17462638572410302,1.0,1.0,1.0
0,0,384,train,192,Berea,0.1790137114348235,1.0,1.0,1.0
0,0,576,train,192,Berea,0.18514887491861978,1.0,1.0,1.0
0,0,768,train,192,Berea,0.18882892749927663,1.0,1.0,1.0
0,0,808,train,192,Berea,0.19945130524811922,1.0,1.0,1.0
0,192,0,train,192,Berea,0.2553217852557147,1.0,1.0,1.0
0,192,192,train,192,Berea,0.20793024698893228,1.0,1.0,1.0
0,192,384,train,192,Berea,0.19826973809136283,1.0,1.0,1.0
0,192,576,train,192,Berea,0.21244063200774016,1.0,1.0,1.0
0,192,768,train,192,Berea,0.19588357430917244,1.0,1.0,1.0
0,192,808,train,192,Berea,0.21054274947554977,1.0,1.0,1.0
0,384,0,train,192,Berea,0.20220636438440392,1.0,1.0,1.0
0,384,192,val,192,Berea,0.22221925523546007,1.0,1.0,1.0
0,384,384,train,192,Berea,0.24457875004521124,1.0,1.0,1.0
0,384,576,val,192,Berea,0.24279502586082177,1.0,1.0,1.0
0,384,768,train,192,Berea,0.22747972276475695,1.0,1.0,1.0
0,384,808,val,192,Berea,0.22056424176251446,1.0,1.0,1.0
0,576,0,val,192,Berea,0.24097824096679688,1.0,1.0,1.0
0,576,192,train,192,Berea,0.1970799763997396,1.0,1.0,1.0
0,576,384,train,192,Berea,0.20298696447301795,1.0,1.0,1.0
0,576,576,train,192,Berea,0.21606473569516782,1.0,1.0,1.0
0,576,768,train,192,Berea,0.24275631374782985,1.0,1.0,1.0
0,576,808,train,192,Berea,0.25729101675528065,1.0,1.0,1.0
0,768,0,val,192,Berea,0.2229283650716146,1.0,1.0,1.0
0,768,192,train,192,Berea,0.20901997884114584,1.0,1.0,1.0
0,768,384,train,192,Berea,0.23105381153247975,1.0,1.0,1.0
0,768,576,train,192,Berea,0.25091849433051217,1.0,1.0,1.0
0,768,768,train,192,Berea,0.2717604460539641,1.0,1.0,1.0
0,768,808,train,192,Berea,0.2633005777994792,1.0,1.0,1.0
0,808,0,train,192,Berea,0.2303304319028501,1.0,1.0,1.0
0,808,192,train,192,Berea,0.2157170331036603,1.0,1.0,1.0
0,808,384,train,192,Berea,0.21981415925202547,1.0,1.0,1.0
0,808,576,train,192,Berea,0.2393634937427662,1.0,1.0,1.0
0,808,768,train,192,Berea,0.25987059981734667,1.0,1.0,1.0
0,808,808,val,192,Berea,0.25837961832682294,1.0,1.0,1.0
192,0,0,val,192,Berea,0.21723302205403647,1.0,1.0,1.0
192,0,192,train,192,Berea,0.1965576454445168,1.0,1.0,1.0
192,0,384,train,192,Berea,0.1712866889105903,1.0,1.0,1.0
192,0,576,train,192,Berea,0.19228504322193288,1.0,1.0,1.0
192,0,768,train,192,Berea,0.19977696736653647,1.0,1.0,1.0
192,0,808,train,192,Berea,0.20403063738787616,1.0,1.0,1.0
192,192,0,train,192,Berea,0.21794100160951968,1.0,1.0,1.0
192,192,192,train,192,Berea,0.25226155033818,1.0,1.0,1.0
192,192,384,train,192,Berea,0.22825481273509837,1.0,1.0,1.0
192,192,576,train,192,Berea,0.21936006899233218,1.0,1.0,1.0
192,192,768,val,192,Berea,0.22379034536856193,1.0,1.0,1.0
192,192,808,train,192,Berea,0.22340025725188078,1.0,1.0,1.0
192,384,0,train,192,Berea,0.21135570384837962,1.0,1.0,1.0
192,384,192,train,192,Berea,0.2231281421802662,1.0,1.0,1.0
192,384,384,train,192,Berea,0.21218066745334202,1.0,1.0,1.0
192,384,576,train,192,Berea,0.24731840910734953,1.0,1.0,1.0
192,384,768,train,192,Berea,0.24150353890878182,1.0,1.0,1.0
192,384,808,train,192,Berea,0.2384175901059751,1.0,1.0,1.0
192,576,0,train,192,Berea,0.23909519336841725,1.0,1.0,1.0
192,576,192,train,192,Berea,0.2412743745026765,1.0,1.0,1.0
192,576,384,train,192,Berea,0.22434347647207756,1.0,1.0,1.0
192,576,576,train,192,Berea,0.20832782321506077,1.0,1.0,1.0
192,576,768,val,192,Berea,0.24940066867404515,1.0,1.0,1.0
192,576,808,train,192,Berea,0.23683138246889468,1.0,1.0,1.0
192,768,0,train,192,Berea,0.21806971232096353,1.0,1.0,1.0
192,768,192,train,192,Berea,0.20473254168475116,1.0,1.0,1.0
192,768,384,train,192,Berea,0.18784304018373843,1.0,1.0,1.0
192,768,576,train,192,Berea,0.2246999387387876,1.0,1.0,1.0
192,768,768,train,192,Berea,0.22106523867006656,1.0,1.0,1.0
192,768,808,train,192,Berea,0.23043159202293115,1.0,1.0,1.0
192,808,0,train,192,Berea,0.20783276028103298,1.0,1.0,1.0
192,808,192,train,192,Berea,0.211591226083261,1.0,1.0,1.0
192,808,384,train,192,Berea,0.19093732480649594,1.0,1.0,1.0
192,808,576,train,192,Berea,0.21548532556604455,1.0,1.0,1.0
192,808,768,train,192,Berea,0.21815561365198205,1.0,1.0,1.0
192,808,808,train,192,Berea,0.22493531968858507,1.0,1.0,1.0
384,0,0,val,192,Berea,0.18662120677806712,1.0,1.0,1.0
384,0,192,train,192,Berea,0.1974512736002604,1.0,1.0,1.0
384,0,384,train,192,Berea,0.23102922792787906,1.0,1.0,1.0
384,0,576,train,192,Berea,0.19939634535047743,1.0,1.0,1.0
384,0,768,train,192,Berea,0.1942352012351707,1.0,1.0,1.0
384,0,808,val,192,Berea,0.1890870553475839,1.0,1.0,1.0
384,192,0,train,192,Berea,0.20547909206814235,1.0,1.0,1.0
384,192,192,train,192,Berea,0.19482139304832177,1.0,1.0,1.0
384,192,384,val,192,Berea,0.20667408130787038,1.0,1.0,1.0
384,192,576,train,192,Berea,0.20895922625506366,1.0,1.0,1.0
384,192,768,train,192,Berea,0.21535534328884548,1.0,1.0,1.0
384,192,808,train,192,Berea,0.22046209264684608,1.0,1.0,1.0
384,384,0,train,192,Berea,0.20928474708839698,1.0,1.0,1.0
384,384,192,train,192,Berea,0.20223956637912327,1.0,1.0,1.0
384,384,384,val,192,Berea,0.2235802544487847,1.0,1.0,1.0
384,384,576,train,192,Berea,0.2163757041648582,1.0,1.0,1.0
384,384,768,train,192,Berea,0.22497191252531828,1.0,1.0,1.0
384,384,808,train,192,Berea,0.2214366771556713,1.0,1.0,1.0
384,576,0,val,192,Berea,0.22449224966543693,1.0,1.0,1.0
384,576,192,val,192,Berea,0.16672798439308448,1.0,1.0,1.0
384,576,384,train,192,Berea,0.17509771276403358,1.0,1.0,1.0
384,576,576,train,192,Berea,0.26106445877640333,1.0,1.0,1.0
384,576,768,train,192,Berea,0.25581176192672167,1.0,1.0,1.0
384,576,808,train,192,Berea,0.24649259779188368,1.0,1.0,1.0
384,768,0,val,192,Berea,0.2113777443214699,1.0,1.0,1.0
384,768,192,val,192,Berea,0.24023282086407696,1.0,1.0,1.0
384,768,384,train,192,Berea,0.22665080317744501,1.0,1.0,1.0
384,768,576,train,192,Berea,0.24624944616247108,1.0,1.0,1.0
384,768,768,train,192,Berea,0.2128213953088831,1.0,1.0,1.0
384,768,808,train,192,Berea,0.22450284604673032,1.0,1.0,1.0
384,808,0,train,192,Berea,0.20865009449146413,1.0,1.0,1.0
384,808,192,train,192,Berea,0.23953190556278936,1.0,1.0,1.0
384,808,384,train,192,Berea,0.22980598167136865,1.0,1.0,1.0
384,808,576,train,192,Berea,0.24389210453739874,1.0,1.0,1.0
384,808,768,train,192,Berea,0.2095394840946904,1.0,1.0,1.0
384,808,808,train,192,Berea,0.22062471177842882,1.0,1.0,1.0
576,0,0,train,192,Berea,0.1780606022587529,1.0,1.0,1.0
576,0,192,train,192,Berea,0.21325273867006656,1.0,1.0,1.0
576,0,384,val,192,Berea,0.2067098264341001,1.0,1.0,1.0
576,0,576,train,192,Berea,0.21950234307183158,1.0,1.0,1.0
576,0,768,train,192,Berea,0.18724554556387443,1.0,1.0,1.0
576,0,808,train,192,Berea,0.1988467463740596,1.0,1.0,1.0
576,192,0,val,192,Berea,0.22993257310655382,1.0,1.0,1.0
